well_nm,well_ta_id,api_cd_10,compl_style,stim_start_dt,stim_end_dt,vintage,field_nm,geologic_location,target_formation,vendor,eff_treated_lateral_length,stage_count,avg_slurry_rate,max_slurry_rate,treat_pressure_max,treat_pressure_avg,total_proppant,mid_point_tvd_avg,total_co2_vol,mid_point_latitude_avg,mid_point_longitude_avg,open_well_head_pressure_avg,pump_time_stg,avg_clusters_stg,stg_sp,frac_csg,total_clean_vol,total_slurry_vol,gal_ftl,lb_ft,lb_clusters,bbls_clusters,slurry_rate_clusters,perc_100m,perc_sw,perc_gel,avg_acid_bbl_stg,stg1_owhp_gradient,fresh_bbl,prod_bbl,Date 120 Cum,Oil 120 Cum,Water 120 Cum,Gas 120 Cum,Gas BOE 120 Cum,HydroCarb 120 Cum,Date 120 Upday Cum,Oil 120 Upday Cum,Water 120 Upday Cum,Gas 120 Upday Cum,Gas BOE 120 Upday Cum,HydroCarb 120 Upday Cum,sap_cost,engineer_est_cost,field_est_cost,cp_cost,max_cost_col,cp_stim_cost,plug_life_cycle_cost,P_AveTOC,P_BVW,P_CAL,P_DRHO,P_DTC,P_DTS,P_EDYN,P_GR,P_GRKTH,P_NPHIL,P_PE,P_Phie,P_PhiT,P_POTA,P_PRDYN,P_RDEEP,P_RHOB,P_RMED,P_RMICRO,P_RSHAL,P_SwT,P_THOR,P_URAN,P_VAnhy,P_VClay,P_VDol,P_VGlau,P_VHalite,P_VHc,P_VLime,P_VPyrite,P_VQuartz,P_VTOC,P_VWater,P_VDol_VLime,REL_AVG_DIST_TOP,REL_MIN_DIST_TOP,REL_MAX_DIST_TOP,REL_STD_DIST_TOP,REL_AVG_ISO,REL_MIN_ISO,REL_MAX_ISO,REL_STD_ISO
BLACKFOOT STATE UNIT 205BH,153459330.0,4238937473,ZP,2019-06-10 20:15:00,2019-06-18 04:00:00,2019,ALPINE,CENTRAL TROUGH NORTH,MIDDLE BARNETT,LEGEND FLEET 3,4852.999,25.0,78.244,81.8,10898.0,9267.2,9385800.0,11250.3,0.0,31.2232423304,-103.9147902724,4004.4,9361.52,7.6923076923076925,194.11996,"508""x5.5""",223724.0,234038.0,46.10015374,1934.02059222,48806.16,1163.3648,0.4068688,1.0,0.9991052615096923,0.0,8.0,0.7841578632288065,200.0,223329.0,2019-10-29,8370.269,98903.053,188620.102,31436.683667,39806.952667,2019-12-24,17176.559,117899.68,402242.471,67040.411834,84216.970834,2062917.98,2070000.0,2040674.24,2070000.0,ENGINEER ESTIMATE,1711001.04973182,12609.6875,4.678579297811808,0.00015254136036517413,8.872305570522578,0.02032124207245304,84.48002170219068,132.51906343833716,4.335465960397913,155.8249686677764,61.270515162451716,0.20495802479199807,3.0331485272939096,0.052435565404258686,0.08276306440062192,1.8981432747644096,0.15745765739694784,142.51395944159015,2.4242915907812272,,,60.51490938445849,0.29072853918029584,9.547571052216076,12.71288831191425,0.0,0.2021588106104104,0.05741213588856961,0.0,0.0,0.052308653086933256,0.0226328855545988,0.019124121964263704,0.5564382800761793,0.08978631129209944,0.00013074778574195654,0.08004502144316833,282.3097670276834,232.93810000001062,307.552600000034,13.119116912415423,605.3585603288702,579.8867000000137,613.7724000000111,9.461668369137113
BLACKFOOT STATE UNIT 207AH,153459331.0,4238937475,ZP,2019-06-09 12:00:00,2019-06-17 14:30:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 3,4917.999,26.0,77.523077,83.0,10634.0,9404.7,9692930.0,11129.2,0.0,31.223114988076922,-103.91374363038462,4065.5,9317.846154,7.666666666666667,189.153808,"508""x5.5""",232132.0,242264.0,47.2004976,1970.90930681,48626.739130434784,1164.5418060200668,0.3889117575250836,1.0,0.9985156629823557,0.0,57.5,0.6463918606121268,345.0,232082.0,2019-10-29,9750.866,108282.734,199361.829,33226.9715,42977.8375,2019-12-14,16433.98,122910.191,356379.712,59396.618663,75830.598663,2084044.36,2140000.0,2097112.68,2140000.0,ENGINEER ESTIMATE,1639659.085937,11854.892,4.981644483974031,0.0010532548126603518,8.908469993384003,0.007221915005577775,84.51999054735582,132.34174999803957,4.270235253114165,157.83263044787657,60.97286431762811,0.216128827790532,2.8031453366117853,0.06343521102963072,0.08979781754979853,1.8372813374669343,0.1549790524679431,91.14038349381755,2.3913471244087443,,,64.61994645661487,0.28872568206939364,9.634095404366604,12.854785844933081,0.0,0.17576201244122708,0.16112090283641958,0.0,0.0,0.0623824566525866,0.00902385776314118,0.010173861477842076,0.4851637236830363,0.0953285972332632,0.0010626735441686829,0.17014476059956055,173.45159003545783,109.01809999999,194.55689999999038,12.226170946116229,609.847727097253,578.152799999965,630.885799999958,13.599937223567498
BLACKFOOT STATE UNIT 211AH,153459432.0,4238937481,ZP,2019-05-26 08:00:00,2019-05-31 18:30:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 3,4937.999,19.0,76.8,82.3,10040.0,8398.6,8804760.0,11104.8,0.0,31.223113195263156,-103.91162406263157,3088.2,10192.473684,9.5,259.894684,"508""x5.5""",184424.0,193657.0,37.3479217,1783.0623295,48779.833795,1021.739612,0.425485,1.0,0.9986503162116305,0.0,70.0,0.5924122428645493,7617.0,147975.0,2019-10-25,6561.615,76533.95,118584.091,19764.015168,26325.630168,2019-12-22,13861.106,94311.213,287949.369,47991.561499,61852.667499,1416476.64,1510000.0,1456860.07,1510000.0,ENGINEER ESTIMATE,1166512.4125452,11500.833333,5.270650723022777,0.001814960900699468,8.908792822737711,0.008425618905527387,85.08120093860153,133.35109479071622,4.173329200669462,160.94065243335908,58.79132206527045,0.2136621993700165,2.758432060492905,0.06446812365867527,0.08952428154051442,1.6950622164885745,0.15543232341232135,104.9792784525245,2.3812738919519107,,,72.60497803854301,0.26986948458078364,9.800431838231214,13.600615338978514,0.0,0.1669876381661041,0.11645538599897877,0.0,0.0,0.06265616605643212,0.0018821685390048453,0.0127513396807218,0.5371270250209725,0.10033178527315634,0.001818821955814952,0.11833755453798372,143.08477648917,109.87990000000335,177.29189999998485,23.453940000647926,613.4818801182936,592.8379000000286,631.211899999995,12.579752137584693
BLACKFOOT STATE UNIT 212BH,153459451.0,4238937484,ZP,2019-06-01 22:00:00,2019-06-07 08:45:00,2019,ALPINE,CENTRAL TROUGH NORTH,MIDDLE BARNETT,LEGEND FLEET 3,4823.999,19.0,78.315789,85.0,9700.0,8646.1,8828370.0,11196.0,0.0,31.223311412105264,-103.91059724736841,3711.5,10915.894737,9.3,253.894684,"508""x5.5""",198172.0,207402.0,41.08043969,1830.09366295,49962.478778,1121.516695,0.44321329372,1.0,0.9989445432888031,0.0,21.0,0.6292961727723423,,198966.0,2019-10-25,6840.432,71767.151,135224.212,22537.368667,29377.800667,2019-12-22,13959.195,89271.685,309006.931,51501.155168,65460.350168,1706302.73,1740000.0,1698281.81,1740000.0,ENGINEER ESTIMATE,1348349.11974888,17845.611111,4.390449722209761,0.000610133683406759,8.887557197373669,0.012908125633551277,83.58452831737036,132.46133578448766,4.3973668599003375,152.79909313645354,61.70467292380384,0.214233669153608,3.0508272078670107,0.054258664272828896,0.08556138749723445,1.8816948773703739,0.16872472595600882,94.08454521422205,2.4283120023936995,,,56.518822420427924,0.3155664249623484,10.155494982144733,12.31934343687266,0.0,0.208695700062716,0.1398313775455857,0.0,0.0,0.05364619855947367,0.0312974123738164,0.013717790784881213,0.4674921862750867,0.08470846123576996,0.0006141934165795168,0.17112878991940195,232.557396362536,167.81499999998056,284.5159999999967,43.00966590783508,619.8121203576774,603.2157999999295,640.1485000000112,11.595021462764516
BLACKFOOT STATE UNIT 216AH,153462351.0,4238938001,ZP,2019-05-27 00:30:00,2019-06-03 02:15:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 4,5062.999,21.0,77.719048,82.3,10222.0,8643.3,8823800.0,11031.7,0.0,31.22289007952381,-103.90414477761905,3272.1,9896.666667,7.545454545454546,241.09519,"508""x5.5""",207544.0,207830.0,40.99230515,1742.80105526,55686.63224325875,1309.8014916810098,0.49048165691336776,1.0,0.9974799838718967,0.0,58.333333333333336,0.7534618424761892,,208332.0,2019-10-16,9845.823,93166.11,255213.906,42535.651002,52381.474002,2019-11-25,15673.401,105289.562,420129.091,70021.515166,85694.916166,2178200.97,2370000.0,2347563.09,2370000.0,ENGINEER ESTIMATE,1461555.26772297,29453.55,5.079460747188522,0.0029312258980879018,8.903702748778304,0.0046011287868992605,84.71901660956745,132.73219540719987,4.242705339204074,155.7166583176985,57.67905708198003,0.21558195944587236,2.8357509976794093,0.06782267947387698,0.092474990221604,1.7952184667018798,0.15581296799579755,98.92880709923334,2.386311342542754,,,73.6247009649894,0.2826308675641941,8.778961058108434,13.079076464463794,0.0,0.16437002174957585,0.16686848882563515,0.0,0.0,0.06489545426491346,0.01335533819252547,0.011455525277171212,0.4794443652148114,0.0966861812275443,0.0029362052345878412,0.1802238270181603,138.92916423093,79.51640000000499,163.48950000001662,14.744235221209241,625.0178514768735,605.0723000000776,643.9350000000468,12.616901403705931
BLACKFOOT STATE UNIT 217BH,153462352.0,4238937993,ZP,2019-05-23 21:00:00,2019-06-04 01:45:00,2019,ALPINE,CENTRAL TROUGH NORTH,MIDDLE BARNETT,LEGEND FLEET 4,4929.0,21.0,77.961905,82.8,9872.0,8703.5,8847680.0,11119.1,0.0,31.223111656190476,-103.90288201619047,3225.6,9851.761905,7.681818181818182,234.714286,"508""x5.5""",198636.0,206887.0,40.299452,1795.02536,54846.14257537334,1231.330515638208,0.4832803353057199,1.0,0.9979939215823946,0.0,57.142857142857146,0.6904684300380396,9272.0,190122.0,2019-10-16,10964.807,99617.318,205212.473,34202.078833,45166.885833,2019-11-21,15098.846,110299.255,302208.057,50368.009498,65466.855498,1714736.65,1770000.0,1739289.09,1770000.0,ENGINEER ESTIMATE,1470472.2651939,12514.47619,4.009896046101426,0.0003580336176389392,8.891341924323427,0.014248438494003347,84.60551713880412,133.3639284404573,4.29424294474026,159.58857289441218,71.05814881270804,0.21464501037386347,2.929352580373826,0.04990920097467383,0.08526706564148585,2.2678905796883018,0.16271581350358047,57.2493331742535,2.433441715482185,,,38.93021860711447,0.36354684461302006,11.257068083845578,12.053537312159195,0.0,0.2357299263553025,0.10648290223941,0.0,0.0,0.04951169163762322,0.010027551138863021,0.011754158098268677,0.5082865944594095,0.07778478092919354,0.00038945756140243193,0.11651045337827295,244.1794204372211,163.26789999998567,273.5734000000235,19.98904678500521,619.1527873510878,580.6880000000486,636.1567999999971,13.685557178769514
CEDAR STATE UNIT 101AR,153451375.0,4238936175,P,2018-03-20 07:00:00,2018-03-26 22:30:00,2018,ALPINE,NORTHERN TROUGH,LOWER WOODFORD,PUMPCO FLEET 2,4657.999,24.0,66.795833,76.0,10200.0,9059.9,7342620.0,13662.0,0.0,31.2847960652,-104.0417981648,4172.1,9855.916667,7.708333333333333,194.083292,"508""x5.5""",231096.0,236542.0,49.61271997,1576.34640969,39689.83783783784,1249.1675675675676,0.36105855675675674,0.9288843354765774,0.9120408807120085,0.07810009298618491,95.0,0.45487478355526917,240896.0,,2018-08-16,,70724.59,595480.421,99246.736835,99246.736835,2018-08-16,,70724.59,595480.421,99246.736835,99246.736835,2824973.48,2850000.0,2628705.1,2850000.0,ENGINEER ESTIMATE,1978266.899367,27909.702609,5.20938144135054,0.009864434006956116,7.923335428288176,-0.0002770554633283351,79.64452157220848,122.85172698365973,4.8476147678520976,381.73606080901817,35.57179956324521,0.1551560466083644,3.466516135391041,0.04178300538039085,0.058386605527681414,1.197887162296552,0.13680277062158575,106.21668125163302,2.3918271259175037,106.37971374661772,,104.51540043733492,0.4330168747935072,5.175793149409142,47.00047806229796,0.0,0.13832952713517135,0.0,0.0,0.0,0.03245099690505904,0.11500642742662688,0.002701833310636153,0.6032056257802499,0.09896530716804812,0.009336247448594565,0.11500642742662688,-3.088863413161987,-43.502399999998026,43.07509999999578,21.44429121752996,387.42187230829325,369.15819999996353,411.44240000004316,14.491864187666758
CEDAR STATE UNIT 102BH,153454436.0,4238936375,ZP,2018-03-28 17:15:00,2018-04-12 20:00:00,2018,ALPINE,NORTHERN TROUGH,MIDDLE WOODFORD,PUMPCO FLEET 2,5317.999,28.0,68.778571,75.7,10260.0,9525.9,8413971.0,14364.3,0.0,31.28433784642857,-104.0429923425,4611.1,10208.821429,8.0,189.928536,"508""x5.5""",277255.5,285847.0,52.135305027,1582.16859386,37562.370536,1237.747768,0.307047192,0.9676817836552359,0.9663501832165614,0.023543720193549174,100.0,0.6442041127771557,208391.5,78564.0,2018-08-17,,72930.62,654130.437,109021.739503,109021.739503,2018-08-17,,72930.62,654130.437,109021.739503,109021.739503,2684463.68,2710000.0,2574458.08,2710000.0,ENGINEER ESTIMATE,2357625.65184105,11915.148148,5.119283820739577,0.0011157666165986064,8.025870039159226,-0.0006884348827455747,76.47898971312513,121.20150443178508,5.212063515352628,312.44494551780633,47.34041091086802,0.16797945637362555,3.681701645624324,0.022491896548672924,0.04451896991151568,1.6172998947051889,0.1687700938473246,159.90288142547908,2.4399388905725066,157.97157154639925,,171.14054965918174,0.4319440126218822,6.8515732741568005,36.04494285169881,0.0,0.1835002008637729,0.0,0.0,0.0,0.021418423360115728,0.1344969620720531,0.008988923026078252,0.5505193779498934,0.099985086933429,0.0010631644050360046,0.1344969620720531,109.07511385257698,59.134199999994735,209.1896999999897,42.65121783066604,387.6143141793983,363.743199999967,410.3262000000097,13.87464944134042
CEDAR STATE UNIT 103AH,153454435.0,4238936376,ZP,2018-03-28 13:30:00,2018-04-12 15:45:00,2018,ALPINE,NORTHERN TROUGH,UPPER WOODFORD,PUMPCO FLEET 2,5014.0,26.0,71.126923,77.0,10300.0,9204.7,7815990.0,14267.4,0.0,31.284388361481483,-104.04401596888889,4421.9,7850.730769,8.0,192.846154,"508""x5.5""",194392.8,204119.0,38.770004,1558.833267,37576.875,934.580769,0.3419563606,0.9594109899100418,0.6888051480785843,0.29782141809911,100.0,0.6358115428745115,143197.8,58695.0,2018-08-17,,74403.442,632801.173,105466.862168,105466.862168,2018-08-17,,74403.442,632801.173,105466.862168,105466.862168,2539201.02,2530000.0,2354127.48,2539201.02,SAP,2213624.282829701,10863.84,6.044320200103879,0.0026936244199670307,7.9414920645860585,-0.002603523440982724,81.29649406988419,126.11361561085684,4.608384790399457,448.3947210554468,41.301628474066405,0.16812305095105878,3.867697555983413,0.03646598738026795,0.05512092610918278,1.3535340893024512,0.14405895247135864,163.1294794032653,2.3830898990713294,167.3478359437924,,167.44544066344264,0.37439671128916496,6.175898724672455,54.80079343624566,0.0,0.15539964127668407,0.0,0.0,0.0,0.03425508270532285,0.15182315007368447,0.004831599239753655,0.5374095831807911,0.11407178049719068,0.0022137035285017923,0.15182315007368447,-2.594164482231832,-67.23920000000649,116.52240000000677,49.12253198760887,391.3518779136224,360.38669999996796,412.0996000000225,13.224144932836488
CEDAR STATE UNIT 104BH,153454434.0,4238936379,ZP,2018-03-28 09:30:00,2018-04-12 05:00:00,2018,ALPINE,NORTHERN TROUGH,MIDDLE WOODFORD,PUMPCO FLEET 2,5187.001,27.0,70.959259,76.0,10260.0,9137.4,8170290.0,14395.3,0.0,31.284190434285716,-104.04507505464285,4303.7,7759.740741,8.0,192.111148,"508""x5.5""",200051.0,209513.0,38.56775813,1575.14718042,37825.416667,926.162037,0.328515088,0.9585551380177066,0.6905628014319372,0.2959465384411542,100.0,0.6178308216095215,151096.0,54955.0,2018-08-17,,84729.348,452010.938,75335.156332,75335.156332,2018-08-17,,84729.348,452010.938,75335.156332,75335.156332,2598632.27,2620000.0,2547621.28,2620000.0,ENGINEER ESTIMATE,2225723.54945894,11824.576923,4.9741373264737545,0.001030676423819017,8.023984563328796,-0.0033134753895219106,76.68378194506148,121.81190751376906,5.1856725765513465,341.00490867563883,55.43947292826861,0.1726963030036858,3.842311233254589,0.016908317044322583,0.04240857948690081,1.8497269914907943,0.17106316512004188,153.39201354079438,2.445199515406069,151.76382231527847,,163.26106854783518,0.4762159179701023,8.283558093243581,38.72033205944773,0.0,0.2124723983513767,0.0,0.0,0.0,0.01591155816217017,0.18241162038681424,0.004210569448241474,0.4870691547471819,0.09692514425050323,0.000993134159374014,0.18241162038681424,101.75189308815779,34.271599999999594,253.97820000001096,59.90826650215914,390.66879000187623,373.3125,410.38870000000964,11.35586461590868
CHEYENNE 101BH,173685.0,4238935186,P,2016-06-09 05:45:00,2016-06-13 07:45:00,2016,ALPINE,FOOTWALL B,MIDDLE WOODFORD,FTS INTERNATIONAL,3652.999,19.0,84.821053,92.6,9180.0,7029.8,6462783.0,10257.4,0.0,31.046680495263157,-103.74994244,2356.4,8792.578947,5.0,192.263105,"508""x5.5""",158269.0,167059.0,43.32577151,1769.17185031,68029.294737,1665.989474,0.892853189,0.9463531948764802,0.9889707252244979,0.0,93.47368421052632,0.5102636613228759,161026.0,,2016-10-14,8657.959,104729.0,351595.0,58599.166668,67257.125668,2016-10-14,8657.959,104729.0,351595.0,58599.166668,67257.125668,1582065.48,,1237768.4,1582065.48,SAP,1092742.2338438556,18837.438889,4.097387292402448,5.140899416855269e-05,9.229774134217076,0.0074775508560040675,71.17830249052426,112.16641487727676,6.22252162952729,323.72737010768475,52.74225655832436,0.16366424972448626,3.0316337269235785,0.015363371507851713,0.03988114632698365,1.8220164760285733,0.1620879376349817,185.064975779296,2.4899195659886604,,,198.0302353763195,0.4533569590718719,6.242202084155188,33.82037350423769,0.0,0.20438045684417794,0.021297486845786508,0.0,0.0,0.015301307082512568,0.10908019353549613,0.008500930457495441,0.5621060905590523,0.07930429883303022,5.437383653183611e-05,0.13037768038128264,186.6689091825819,153.64620000000184,223.30500000001553,19.658638572218486,281.23372075369923,252.04099999999255,309.895500000001,17.79351182818928
CHEYENNE 202AH,153447772.0,4238935645,P,2017-04-08 12:00:00,2017-04-15 23:59:00,2017,ALPINE,FOOTWALL B,UPPER BARNETT,"UNIVERSAL PRESSURE PUMPING, INC.",2098.999,16.0,70.75,79.0,9630.0,8640.4,7439510.0,9712.6,0.0,31.048775110588235,-103.74342283294118,4252.6,13435.0625,5.9375,131.187438,"508""x5.5""",207368.0,214961.0,98.79375836,3544.31326551,78310.6315789,2182.8210526,0.744736842,0.0,0.6738932802541675,0.3199104289077303,80.9375,0.5677321826372854,208996.0,,2017-09-20,778.968,117601.791,21114.74,3519.123336,4298.091336,2017-11-08,825.663,120666.009,21392.199,3565.366503,4391.029503,2776695.62,2900000.0,2109135.06,2900000.0,ENGINEER ESTIMATE,2226974.5926077,22705.948,4.447526446489858,0.010603822066381292,8.882129521451315,0.005100603398092536,80.21107694022598,127.06016345189603,4.8030823327707655,159.03857930217526,54.930955534201104,0.1999320070500386,2.9870628666069847,0.0655485024614524,0.08315525840780906,1.6042462816574212,0.16748702713209845,176.61444122684262,2.459501268851751,,,226.85573150597315,0.32945093107003914,8.261638088101686,13.046676953503166,0.0,0.14671475677313264,0.13804698904433466,0.0,0.0,0.054976292195852185,0.05494232986982668,0.033212781159613236,0.4757284484902797,0.08579627944332469,0.010581673519680118,0.19298931891416146,152.14213640646616,66.1129000000025,195.9803000000193,33.77565006069626,436.37561567966196,418.14639999998104,465.48930000001286,12.474712477451359
CHINOOK 101AH,136842333.0,4238935324,P,2017-03-01 11:30:00,2017-03-09 10:30:00,2017,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 5,4523.999,24.0,76.583333,85.0,9980.0,6172.4,8537138.0,10114.1,0.0,31.1768169575,-103.79059579958333,1864.1,10981.416667,8.0,188.499958,"508""x5.5""",251853.0,263554.0,55.67043671,1887.07778229,44464.260417,1311.734375,0.398871526,0.8828454118131673,0.9121911943453049,0.07832495916139572,102.08333333333333,0.5370594712368189,258334.0,,2017-07-13,6737.193,146123.0,165594.0,27598.999999,34336.192999,2017-07-13,6737.193,146123.0,165594.0,27598.999999,34336.192999,2498533.96,2530000.0,2068822.58,2530000.0,ENGINEER ESTIMATE,2197456.29850087,23676.878261,7.123954660117728,0.0017322811931577966,8.880648428338725,0.01766896158434171,80.05408053234716,121.6882309055132,4.7717578509685845,309.1336311749393,29.8282198730744,0.17878763958998975,3.652821883064264,0.03802057059305921,0.053326534673659366,0.9030138131604494,0.11706725066282445,387.39268944071165,2.349280776134216,384.01949340315423,,425.17435130916436,0.2531392988680902,4.81245792567707,37.56702546650054,0.0,0.09007576385183624,0.0,0.0,0.0,0.03643358778708642,0.1008512400497424,0.0010228966505104614,0.6387024982703805,0.13132725620331753,0.0015862610728562554,0.1008512400497424,-27.450526197603782,-69.0100000000046,25.012100000003116,26.715829986907874,334.0972432207157,304.4209000000211,352.0771000000375,14.047148368750198
CHINOOK 102BH,153450710.0,4238936055,P,2017-08-26 08:30:00,2017-09-02 09:00:00,2017,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PYTHON PRESSURE PUMPING,4950.0,24.0,71.908333,76.0,9239.0,5997.1,10101261.0,10260.0,0.0,31.1759084375,-103.78917198083333,2099.3,12047.625,8.0,206.25,"508""x5""",278535.0,289143.0,56.269697,2040.658788,52610.734375,1450.703125,0.3745225677,0.8908281420152047,0.9899615191567676,0.0,100.0,0.5346365041326773,,217808.0,2018-01-02,12285.718,161961.575,613697.854,102282.975667,114568.693667,2018-01-07,12509.372,165069.682,634865.482,105810.913666,118320.285666,3120635.33,3067400.0,2715886.69,3120635.33,SAP,2650443.2270958936,23590.46087,5.628765980359996,0.0001192253281301624,8.976455597039829,0.00781612067265223,79.36271913931108,124.64565658677157,4.8003875115052175,304.27445922873983,50.668770283025964,0.20470180961825526,3.8269667130386837,0.02495944824050857,0.05639033373321541,1.837355947629204,0.1579992872211833,129.81553128274587,2.400424079724808,130.1569251033867,,145.95691602355342,0.3725992219090439,6.1888413476309685,33.742011990576984,0.0,0.18489505773930326,0.000518393300248139,0.0,0.0,0.024844502125429463,0.13714144771728573,0.0007639215507006732,0.5431758233803742,0.10853342309278056,0.0001138631849392292,0.13765984101753387,117.50840368050999,41.46960000000282,145.68440000001718,19.909469076402083,350.63092310099364,330.12990000004004,363.7871000000218,9.827219661901937
CHINOOK 104AH,153451553.0,4238936184,ZP,2018-01-24 16:00:00,2018-02-03 08:00:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 5,4582.999,22.0,75.927273,81.0,8140.0,5898.6,7032765.0,10159.1,0.0,31.17609846272727,-103.78720086863636,1779.1,8529.136364,8.0,208.318136,"508""x5.5""",179288.0,187641.0,39.12023546,1534.53339178,39958.892045,1018.681818,0.4314049602,0.9320096718715897,0.9733186206896551,0.01790896551724138,72.27272727272727,0.46674144998362943,7695.0,173555.0,2018-06-10,10975.858,91714.453,518758.011,86459.668502,97435.526502,2018-06-10,10975.858,91714.453,518758.011,86459.668502,97435.526502,1973531.1,1971000.0,2092080.37,2092080.37,FIELD ESTIMATE,1516486.2399998114,17094.010952,6.507135827380216,0.002429732536445832,8.87615464846644,0.0157746247257882,78.52485750699405,117.92334848610335,5.041248708300309,283.78803090451174,32.01690997456836,0.17303565969190365,3.7922770905979704,0.036069153043231134,0.052687452899702635,1.0494207350202616,0.10093860408421212,316.1565737504018,2.3693525096643246,314.8596705168832,,344.92926198155465,0.2929700074255584,4.3751274512816885,33.340309940191695,0.0,0.09775200376282196,0.0,0.0,0.0,0.03377793638009237,0.13191274221693858,0.000996692704398642,0.6118669604351082,0.12140282525879988,0.002292864509638987,0.13191274221693858,10.370790523426564,-36.672900000002805,54.5797000000017,28.40409463773219,344.5182696285227,314.6122999999862,367.2631999999822,17.657572877393974
CHINOOK 105AH,153451554.0,4238936185,ZP,2018-01-24 12:00:00,2018-02-03 04:45:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 5,4904.0,23.0,75.482609,82.0,9910.0,6084.8,7208071.0,10173.2,0.0,31.17586774652174,-103.78506324869565,1750.4,8701.73913,8.0,213.217391,"508""x5.5""",190754.0,200140.0,38.897635,1469.835033,39174.298913,1036.706522,0.4102315707,0.938850227898595,0.9916575988393181,0.0,70.0,0.5099721712010954,27052.0,165938.0,2018-06-10,12902.345,122266.903,617592.604,102932.10067,115834.44567,2018-06-10,12902.345,122266.903,617592.604,102932.10067,115834.44567,1964431.68,1953000.0,1880909.72,1964431.68,SAP,1534240.378643645,14011.708182,7.119468415678363,0.002268819752372761,8.880594601980757,0.01763412846012357,79.82718910278308,122.23951170297184,4.752393457725028,289.93964583407865,29.91359014731122,0.17932733310071136,3.691411825483963,0.03898354719636007,0.05399686086716337,0.9332205352138072,0.12606366611796851,363.4399512087439,2.3462147734175747,361.4750959738227,,395.60347122001815,0.249575247620594,4.664231029113916,35.35045523014598,0.0,0.08835709986398196,0.0,0.0,0.0,0.036889525137304514,0.10563842266211128,0.0008651273962194726,0.6342272655290394,0.13192984671707406,0.0020929536683278824,0.10563842266211128,24.561783405679495,-78.5775000000092,103.65289999999001,58.34014562806386,335.8651887332125,273.61569999998255,374.634300000022,20.72529909313018
CHINOOK 106AH,153452592.0,4238936309,P,2018-02-06 09:30:00,2018-02-11 03:45:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 2,4837.999,23.0,79.391304,82.0,9810.0,6180.8,7440680.0,10101.2,0.0,31.17612229347826,-103.79276451217392,2017.0,7806.304348,8.0,210.347783,"508""x5.5""",172781.0,179545.0,35.71331867,1537.96641959,40438.478261,939.027174,0.4314744783,1.0,0.9895396528152752,0.0,79.17391304347827,0.594003880389492,23103.0,150983.0,2018-06-26,4108.821,114376.896,248589.787,41431.631166,45540.452166,2018-08-01,5861.474,126220.861,303317.137,50552.856166,56414.330166,2183993.04,2175000.0,1943210.58,2183993.04,SAP,1772340.915929222,13084.318182,6.847132786129478,0.0004280386411815808,8.869302849770499,0.015190094080558068,78.95089557096183,119.18032529841041,4.952746605197607,294.72004474160536,37.61902514634399,0.18477986950588654,3.9178238936963607,0.030872268111537367,0.05057656396828721,1.2149236869765987,0.10778653223072432,364.01396981241584,2.3668796373922576,364.3323150250225,,407.2092128354637,0.2634979421638483,5.221243052181455,33.46768174078611,0.0,0.11590441880086165,0.0,0.0,0.0,0.03047657150388894,0.12397498871240327,0.001670474150347737,0.5988637086924739,0.1287165529744195,0.00039466900612322763,0.12397498871240327,0.2611275379696032,-39.21630000000004,57.63500000000404,23.94594036279787,334.53046650677913,310.3178000000142,373.6888999999656,16.317712294723247
