well_nm,well_ta_id,api_cd_10,compl_style,stim_start_dt,stim_end_dt,vintage,field_nm,geologic_location,target_formation,vendor,eff_treated_lateral_length,stage_count,avg_slurry_rate,max_slurry_rate,treat_pressure_max,treat_pressure_avg,total_proppant,mid_point_tvd_avg,total_co2_vol,mid_point_latitude_avg,mid_point_longitude_avg,open_well_head_pressure_avg,pump_time_stg,avg_clusters_stg,stg_sp,frac_csg,total_clean_vol,total_slurry_vol,gal_ftl,lb_ft,lb_clusters,bbls_clusters,slurry_rate_clusters,perc_100m,perc_sw,perc_gel,avg_acid_bbl_stg,stg1_owhp_gradient,fresh_bbl,prod_bbl,Date 120 Cum,Oil 120 Cum,Water 120 Cum,Gas 120 Cum,Gas BOE 120 Cum,HydroCarb 120 Cum,Date 120 Upday Cum,Oil 120 Upday Cum,Water 120 Upday Cum,Gas 120 Upday Cum,Gas BOE 120 Upday Cum,HydroCarb 120 Upday Cum,sap_cost,engineer_est_cost,field_est_cost,cp_cost,max_cost_col,cp_stim_cost,plug_life_cycle_cost,P_AveTOC,P_BVW,P_CAL,P_DRHO,P_DTC,P_DTS,P_EDYN,P_GR,P_GRKTH,P_NPHIL,P_PE,P_Phie,P_PhiT,P_POTA,P_PRDYN,P_RDEEP,P_RHOB,P_RMED,P_RMICRO,P_RSHAL,P_SwT,P_THOR,P_URAN,P_VAnhy,P_VClay,P_VDol,P_VGlau,P_VHalite,P_VHc,P_VLime,P_VPyrite,P_VQuartz,P_VTOC,P_VWater,P_VDol_VLime,REL_AVG_DIST_TOP,REL_MIN_DIST_TOP,REL_MAX_DIST_TOP,REL_STD_DIST_TOP,REL_AVG_ISO,REL_MIN_ISO,REL_MAX_ISO,REL_STD_ISO
FOX STATE UNIT 104AH,153455550.0,4238936764,ZP,2018-05-16 08:15:00,2018-06-05 10:15:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 2,6489.0,33.0,71.090909,85.0,10000.0,8253.7,11385611.0,11093.4,0.0,31.110562906470587,-103.7725984964706,2082.7,8830.515152,8.0,196.636364,"508""x5.5""",278703.0,291407.0,42.950069,1754.601788,43127.314394,1055.693182,0.2692837462,0.9979690652446093,0.7066229494870119,0.28592525852637424,64.70588235294117,0.5855857296467506,128129.0,167102.0,2018-10-20,3322.523,160246.107,543739.801,90623.30017,93945.82317,2018-10-21,3351.671,160674.504,548454.866,91409.144337,94760.815337,4392834.89,4800000.0,4828451.61,4828451.61,FIELD ESTIMATE,3407678.9999726037,41096.848485,4.546104591337163,0.001327014330330081,8.923486569512795,0.05857069511458704,74.48084566011293,120.75167591446831,5.432703711786012,254.64231986218013,56.225602879810886,0.14718697955382656,3.2236554426171034,0.04509830625562576,0.06383763213618375,0.9898914447421716,0.18888731636539866,254.37886652552902,2.4718628164955714,255.79785437615647,,270.63229010984367,0.2784385200290288,5.5286986530477575,25.477809285445105,0.0,0.1568770832545952,0.003157296341001191,0.0,0.0,0.04402028011510506,0.06597357487009138,0.03835812118914597,0.6047604927326022,0.08576948231144603,0.0010780303660163422,0.0691308712110926,-2.920160224215208,-92.22219999999975,170.77720000000022,68.79116894531431,282.04205278027723,255.10449999996757,318.1367999999813,18.82466992676177
FOX STATE UNIT 105AH,153459070.0,4238937420,ZP,2018-11-25 08:45:00,2018-12-10 16:30:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,LEGEND FLEET 4,6017.999,31.0,78.851613,82.7,10704.0,7947.8,11741500.0,11161.4,0.0,31.111330106774194,-103.77022022193549,2170.5,10718.548387,12.0,194.129,"508""x5.5""",320600.0,332275.0,53.27352165,1951.06380044,31563.172043,861.827957,0.2119667016,1.0,0.9321102977640406,0.06445888161485608,36.666666666666664,0.5296627363816558,11680.0,308943.0,2019-04-29,2334.909,137536.635,551581.738,91930.289672,94265.198672,2019-04-29,2334.909,137536.635,551581.738,91930.289672,94265.198672,3237977.44,3200000.0,2999378.6,3237977.44,SAP,2636371.9665469867,7421.133333,5.931350357705737,0.0013106844725571127,8.91377227705282,0.04877757062559633,78.00765852873134,126.80832440816644,4.812879353288063,379.29268724504783,57.534797973550226,0.17795206503784544,3.4221379691225167,0.059822354606124874,0.07764636209720392,0.8979465141336761,0.1940725808951574,327.01508165917005,2.4073221957691424,330.1168392973729,,356.1522396278872,0.19781387728515773,6.667540955388708,39.61693815171485,0.0,0.1485481323836828,0.00044150427325791267,0.0,0.0,0.05880025482890816,0.0989904125317344,0.04161872489055365,0.5404871667335286,0.1100872722458606,0.0010191093334868653,0.09943191680499233,95.55310374679813,-9.664100000001316,142.18169999998366,35.98620231086598,287.52926665660624,273.613799999985,306.4462999999666,9.674196207749914
FOX STATE UNIT 106AH,153459072.0,4238937422,ZP,2018-11-20 01:00:00,2018-12-10 13:00:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,LEGEND FLEET 4,4483.999,23.0,79.269565,81.6,10553.0,7849.0,12805240.0,11107.3,0.0,31.11346151304348,-103.7678425547826,1752.8,14492.217391,8.0,194.956478,"508""x5.5""",320557.0,333321.0,71.4890882,2855.76334874,69593.695652,1742.157609,0.4308128533,1.0,0.8089704785447014,0.18871786020305634,32.608695652173914,0.6068933896748953,,324442.0,2019-04-29,1355.372,153955.883,534144.843,89024.140504,90379.512504,2019-05-03,1387.481,156290.052,550409.179,91734.863171,93122.344171,2946610.97,2900000.0,2832937.1,2946610.97,SAP,2589878.9200588227,8108.863636,6.265135105905883,0.0013144739747077935,8.928909453819864,0.04659556135964684,76.92043686116376,125.36923224380241,4.9113517810670695,356.273859823791,59.67330261406233,0.1613654684405937,3.1358801975474733,0.06337528225389487,0.07536898263200993,0.9766536877881202,0.19713113427083545,370.7719894026194,2.3941325552473005,372.93910320304366,,394.60968494498985,0.1624501413614285,6.406492649136426,37.134044321548,0.0,0.09992291977635773,0.0,0.0,0.0,0.06235697139861775,0.05273792634767066,0.04247947992563796,0.6248673248983321,0.1166077259529447,0.0010157212119872863,0.05273792634767066,75.15931940662382,-6.795300000000667,134.4594000000067,31.934453097387365,284.2381824222558,249.42179999999257,310.1059000000176,18.109922996170464
FOX STATE UNIT 107AH,153459071.0,4238937423,ZP,2018-11-19 20:30:00,2018-12-10 21:00:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,LEGEND FLEET 4,4520.0,23.0,78.647826,82.0,10980.0,7685.3,12275040.0,11175.4,0.0,31.113265613478262,-103.76548774869565,1835.8,13730.565217,6.0,196.521739,"508""x5.5""",303809.0,315803.0,67.214381,2715.716814,88949.565217,2201.514493,0.5699117826,1.0,0.9142009013836337,0.08292269205355704,38.04347826086956,0.6270555846277854,,304199.0,2019-04-29,1775.152,141476.017,526977.432,87829.571997,89604.723997,2019-05-05,1826.678,145638.053,555009.821,92501.63683,94328.31483,2860428.27,2850000.0,2838698.11,2860428.27,SAP,2480947.2206008737,8211.363636,6.928681171887457,0.001563705554055351,8.93811829470547,0.04623747429393569,79.45250507816452,127.18289078848612,4.6305962414761295,422.80289261215324,53.54088336698737,0.16839979053657658,3.0882522665342904,0.07358378635464914,0.08370849157537574,0.6894801104332595,0.1786018897464712,450.72588080767855,2.3657309662285297,454.58080243212197,,492.1729396057086,0.1267644374264097,8.092137983068772,44.64494829876101,0.0,0.08440562629686164,0.0,0.0,0.0,0.0723901324685289,0.0247992416186044,0.04746040896734439,0.6421266201491111,0.12762273898674634,0.0011862459123808506,0.0247992416186044,93.99693841625299,-18.129000000000733,160.0326999999893,51.483577602833506,278.46941354312554,238.29199999999855,303.53569999997194,21.98018618231121
FOX STATE UNIT 108AH,153459215.0,4238937421,ZP,2018-11-19 21:00:00,2018-12-02 16:45:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 2,4300.0,23.0,77.882609,84.0,10550.0,7612.3,8441320.0,11258.4,0.0,31.113220877391303,-103.76311658434783,1917.4,9991.0,8.0,186.956522,"508""x5.5""",218748.0,229793.0,50.871628,1963.097674,45876.73913,1188.847826,0.4232750489,1.0,0.9989724760586922,0.0,45.0,0.6477024029832904,10307.0,208666.0,2019-04-18,1254.812,106342.19,512974.47,85495.745,86750.557,2019-04-24,1283.273,109022.137,538447.278,89741.213,91024.486,2543249.42,2350000.0,2246817.0,2543249.42,SAP,2035328.9653661503,10913.36,5.3607968050543064,0.0011733949040997355,8.912914208015287,0.05617494969645771,77.60697443488067,124.96332316744144,4.961418027000798,371.65429475051315,59.33993759896411,0.17715490133605438,3.5030425040653883,0.053904390325407336,0.07494055665279492,0.9286043171563771,0.18456969668763226,269.106969264672,2.4314946811386333,271.6579416201198,,293.6036993495838,0.23835305759648864,6.827352819683332,38.650635283380076,0.0,0.17533095158350245,0.0011339602169589801,0.0,0.0,0.05297377902785472,0.11207273103195099,0.04012479730501933,0.5176116860103557,0.09982206307144563,0.0009280244903611463,0.11320669124890995,125.39568958816632,91.98479999999302,177.1759000000037,23.32493857854899,275.92196378034976,245.33349999997475,294.523999999981,16.021055288366732
FOX STATE UNIT 109AH,153459218.0,4238937424,ZP,2018-11-19 13:30:00,2018-12-02 08:00:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 2,4270.0,22.0,78.963636,84.0,10800.0,7711.4,8248520.0,11281.0,0.0,31.112933061363638,-103.76084558818182,1951.4,10158.954545,12.0,194.090909,"508""x5.5""",213328.0,223497.0,49.959719,1931.737705,31244.393939,808.060606,0.2991046818,1.0,0.9530382342750657,0.04579123317944732,11.363636363636363,0.6345793747056734,,213578.0,2019-04-18,1666.779,93007.715,485824.617,80970.769499,82637.548499,2019-04-25,1727.324,95560.953,514999.1,85833.183333,87560.507333,2647317.8,2600000.0,2462045.44,2647317.8,SAP,1941917.281684985,13759.142857,6.11545588522533,0.0011178799865587269,8.9411993577477,0.053074629079827136,77.27797254152534,124.46025398746224,4.945525799573192,367.7863603739421,58.08490438944161,0.1582422020208435,3.0828194967466622,0.06295141305255644,0.07537899512911801,0.8795679092903813,0.1852889166031957,344.8596312158233,2.4007875700979717,347.01126101715056,,366.6047698599083,0.17098943006314202,7.233772434235246,38.672836318722666,0.0,0.10343799844129764,0.0,0.0,0.0,0.06217301188867661,0.03272914974787106,0.043540207040639205,0.643546731098482,0.11378065794887307,0.0007863013409368911,0.03272914974787106,76.12277435212457,-18.530899999998937,141.75370000000106,32.648588026193075,268.59191020158465,256.0557000000019,283.41159999999326,8.240074595473542
FOX STATE UNIT 201AH,153455570.0,4238936763,ZP,2018-05-16 01:15:00,2018-06-05 17:15:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER BARNETT,PUMPCO FLEET 2,6592.999,34.0,77.473529,85.0,10650.0,6786.4,11640350.0,10446.1,0.0,31.111065266,-103.77391795971428,2105.0,8911.441176,8.0,193.911735,"508""x5.5""",289053.0,302989.0,43.84241527,1765.56222745,42795.404412,1062.694853,0.2848291507,0.9610555004542386,0.948209270252041,0.044207015271453355,64.57142857142857,0.5896099346585238,139439.0,158568.0,2018-10-20,13003.851,146856.446,472860.492,78810.081997,91813.932997,2018-10-20,13003.851,146856.446,472860.492,78810.081997,91813.932997,3334999.87,3500000.0,3180272.54,3500000.0,ENGINEER ESTIMATE,3035035.94695,11480.212121,3.4846685664850106,0.007042741406362315,8.925214940858336,0.0382096877412771,81.29101180595752,131.01519557458886,4.621426841383637,163.49139835395903,76.41377957222083,0.21426761416642615,2.9667676535454217,0.05311398719829497,0.08071373812648809,1.545106736356069,0.18648253790253996,58.614255281899396,2.4887644312296806,58.62095766139979,,53.5638476227165,0.4047080492027647,8.732256468916217,12.923977037682786,0.0,0.230035106189948,0.1983788612737078,0.0,0.0,0.04583205999216442,0.006655787084380624,0.014374070619373304,0.43060075472305737,0.06684547026913963,0.007275316498829112,0.20503464835808835,58.7599099592818,-17.225099999999053,114.16350000001498,30.719633724939005,522.0664403024131,440.9629000000298,573.6420999999388,29.49458022675601
HUCKLEBERRY 101CH,153449671.0,4238935400,P,2017-08-19 18:30:00,2017-08-26 18:30:00,2017,ALPINE,NORTHERN HORST,LOWER WOODFORD,SCHLUMBERGER,4507.999,22.0,69.113636,72.5,9155.0,7696.0,8714668.0,10625.5,0.0,31.30541391318182,-103.92092012545454,2337.1,11681.0,7.863636363636363,204.909045,"508""x5""",247756.0,256982.0,54.95919586,1933.15659564,50373.80346820809,1432.1156069364163,0.3995007861271676,0.890441666591099,0.41137841436456946,0.5791417281780145,100.0,0.5177259186931118,232071.0,,2017-12-26,312.5,174861.0,428467.9,71411.316661,71723.816661,2017-12-26,312.5,174861.0,428467.9,71411.316661,71723.816661,3422336.04,3420000.0,3148873.93,3422336.04,SAP,2786514.4837624044,33158.92381,3.5507539792371885,0.007632519803017828,9.005165092513908,-0.0006513122701617376,75.00836894440903,121.80915446184562,5.392033369798031,180.43744349408908,57.07298958246429,0.1742135478442265,3.12090476806966,0.029828238410002237,0.05543136868259471,1.9829743956761183,0.19430701903161685,54.11748957860416,2.4716960941139288,53.9608993960615,,48.18159731319335,0.6074619691933335,7.507501904268503,16.491928413628546,0.0,0.21337236092665132,0.0399605865251971,0.0,0.0,0.02239381187681241,0.14960009664937046,0.003482993390692201,0.4934127901636078,0.07033262903185206,0.0074349787506486015,0.1895606831745676,199.83588266198686,175.77850000000777,219.50490000002767,15.685211653135651,344.018915324005,318.8921000000346,358.2646000000371,9.553450363722364
IROQUOIS STATE UNIT 101AH,153458374.0,4238936975,P,2018-10-22 18:45:00,2018-10-27 12:30:00,2018,ALPINE,CENTRAL TROUGH NORTH,UPPER WOODFORD,LEGEND FLEET 3,4482.001,24.0,84.391667,89.0,10510.0,8593.9,9203020.0,12277.4,0.0,31.1978760736,-103.8738225596,2913.8,9600.208333,8.0,186.750042,"508""x5.5""",220716.0,230405.0,49.24496893,2053.32841291,47932.395833,1149.5625,0.4395399323,1.0,0.9080151460480727,0.0829859103496546,82.8,0.6759869147935647,84296.0,145731.0,2019-03-06,,98484.617,795022.059,132503.676497,132503.676497,2019-03-06,,98484.617,795022.059,132503.676497,132503.676497,2512991.5,2410000.0,2351630.89,2512991.5,SAP,2079870.430381503,17423.217391,3.7922413339167673,0.0002622432671997362,9.021289428548167,0.002711495262638039,85.69883725458392,138.06195713425822,4.158796730897649,173.71959442754775,77.74366886694064,0.25944942354726114,2.9863056994665684,0.032920345809131515,0.07985817808168197,2.402389111774295,0.186053811227262,78.32272415708485,2.4791874417213045,75.72652968635524,86.55442898778372,115.79486406883971,0.42510830769780017,11.139396978470623,11.971074678948247,0.0,0.31300183457399816,0.12787466432701294,0.0,0.0,0.03258739803390374,0.0017586818356666836,0.00832810925833207,0.4426677194719227,0.0734638278338185,0.0003248700037958672,0.12963334616267966,44.663683108933775,-76.25589999999335,131.45559999998954,54.03902294976424,383.4786072419796,356.8300999999709,398.5693999999703,10.904398442406231
IROQUOIS STATE UNIT 201AH,153458376.0,4238936978,P,2018-10-16 10:30:00,2018-10-21 21:30:00,2018,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 3,4561.001,24.0,83.183333,90.0,9853.0,8361.9,8859460.0,11528.0,0.0,31.1978526848,-103.87391622,3670.8,9037.375,8.0,190.041708,"508""x5.5""",207457.0,216897.0,45.48497139,1942.43763595,46143.020833,1080.505208,0.433246526,1.0,0.9902893543905827,0.0,85.0,0.7399261197411922,,9700.0,2019-03-06,18489.629,72167.383,694934.441,115822.406829,134312.035829,2019-03-06,18489.629,72167.383,694934.441,115822.406829,134312.035829,2455561.29,2350000.0,2277156.0,2455561.29,SAP,1854259.5743424753,14513.826087,3.672267651349336,0.0010918837450044404,8.928223344514656,0.005468116505293035,79.60080535698033,126.6880511406415,4.860652235071297,150.4771046829402,64.34992790669413,0.2227201770867613,2.8967510706570296,0.032316429536088924,0.07035672438832262,1.7151615561002134,0.17287499763257685,109.12446758876493,2.4797140688139647,105.3024449559544,116.64230231327312,154.97131065453345,0.380665630540881,9.94590694783717,10.447766437421095,0.0,0.2536660983221256,0.10264261417301712,0.0,0.0,0.03118956382075988,0.009887823419427995,0.00974152689295686,0.5189503207104742,0.07279218209398693,0.001126587343012092,0.1125304375924451,119.62770492462231,88.20610000000681,156.06209999998885,20.2274111613271,689.7213907940046,662.6390999999378,710.2851999999403,12.903086910752231
IROQUOIS STATE UNIT 202AR,153463530.0,4238938304,ZP,2019-07-11 10:45:00,2019-07-20 18:00:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 3,4762.001,22.0,78.518636,84.5,10668.0,9118.4,9319160.0,11536.0,0.0,31.195673357272728,-103.87420231272728,3651.1,9750.227273,9.608695652173912,216.454591,"508""x5.5""",204730.0,214505.0,42.99243112,1956.98404935,44084.878650761006,968.4882764294529,0.3714373977786919,1.0,0.9991215655653701,0.0,22.5,0.750096289980812,11714.0,193196.0,2019-12-02,15883.398,45226.1,525631.901,87605.316834,103488.714834,2019-12-02,15883.398,45226.1,525631.901,87605.316834,103488.714834,3473860.52,1750000.0,1620959.31,3473860.52,SAP,2729714.3007124574,,5.2107967316403165,0.0009795329400938606,8.94195063929113,0.016506803808568647,79.4981809078533,124.72910972961455,4.829321797572676,153.88661028076748,46.22157149613988,0.19494448693245847,2.439231252844957,0.052350953664141366,0.07213347156685994,1.3151165832050242,0.15755624482032518,401.57902818243116,2.4097311536551205,366.17774567594864,161.56642627046918,237.50955675432124,0.22439795633113133,7.221515230278189,13.537225459852893,0.0,0.1318785835784789,0.06893994610985513,0.0,0.0,0.05025096743320767,0.001065174652245142,0.008684570096360948,0.6375251534597793,0.09954754954507128,0.002103579680405578,0.0700051207621003,111.5259033980549,54.158800000002664,134.31880000000604,14.705638657715605,677.2575420105062,640.8607999999439,706.8311000000419,23.462918851058866
IROQUOIS STATE UNIT 203BH,153463070.0,4238938180,ZP,2019-07-11 21:30:00,2019-07-21 11:00:00,2019,ALPINE,CENTRAL TROUGH NORTH,MIDDLE BARNETT,LEGEND FLEET 3,4877.999,22.0,78.24,82.0,10750.0,8877.1,9304580.0,11652.1,0.0,31.194587044545454,-103.87440584090909,3607.3,9510.090909,9.590909090909092,221.727227,"508""x5.5""",199397.0,209222.0,40.87680215,1907.45836561,44097.5355450237,945.0094786729858,0.3708056872037915,1.0,0.999247920500183,0.0,18.75,0.7686514471825183,8768.0,190679.0,2019-11-27,15517.141,58432.861,534465.359,89077.559831,104594.700831,2019-11-27,15517.141,58432.861,534465.359,89077.559831,104594.700831,1763896.37,1700000.0,1578646.72,1763896.37,SAP,1516351.9475156511,,4.618263451297582,0.0008149905903889293,9.028374553355047,0.005301426487002942,80.4998542771569,126.12460949301794,4.711650009910301,155.78239562023956,65.00118625304964,0.19689124032921695,2.713222271715209,0.0557683445877986,0.07956365343479455,2.053472861408671,0.1562114870092176,182.4143368376933,2.417820040769921,179.486211508339,162.30623242195577,221.2089765199896,0.2590908414830845,8.237473462729744,11.101569593534565,0.0,0.15860528604362895,0.05144376044804525,0.0,0.0,0.05495179318382164,0.00036683474278029877,0.015358530408464481,0.6290224149002134,0.08944843911897983,0.000823477612543956,0.05181059519082551,223.5144620218726,156.62340000000967,251.91899999999478,18.687940391291058,675.9989788836275,629.6425999999406,715.5077999999198,31.361054642783493
IROQUOIS STATE UNIT 204AH,153463072.0,4238938181,ZP,2019-07-12 00:45:00,2019-07-21 14:00:00,2019,ALPINE,CENTRAL TROUGH NORTH,UPPER BARNETT,LEGEND FLEET 3,4740.0,22.0,77.685,82.3,10811.0,9092.9,9313120.0,11555.9,0.0,31.19356450909091,-103.87407057681818,3616.3,9324.727273,9.608695652173912,215.454545,"508""x5.5""",195944.0,205144.0,41.338397,1964.793249,44056.30604689428,926.9255450431921,0.36749382969971206,1.0,0.9992093611638204,0.0,38.75,0.7714271113077749,9005.0,187039.0,2019-12-02,14503.685,53877.607,531822.484,88637.080666,103140.765666,2019-12-02,14503.685,53877.607,531822.484,88637.080666,103140.765666,1747463.74,1700000.0,1535926.01,1747463.74,SAP,1447179.0197683363,,4.5311834913681714,0.0013626102635241855,8.935000291270248,0.01056130430469608,79.59220540171532,125.63444204977868,4.822749334502776,155.7259342273184,55.11207394768757,0.2060832135705124,2.6611224230947723,0.045030491075144834,0.07245063827021073,1.5449551419733611,0.1639816044775636,250.26374455316684,2.4372225436133417,225.49610162409698,145.73825670507998,199.0511560491859,0.2846180727834352,8.376029702342164,12.435353818385725,0.0,0.18283451280236224,0.07646174985167407,0.0,0.0,0.042947950412553434,0.009266005315593276,0.009710434002223142,0.5888607890252571,0.08782606131508584,0.0020829778479692085,0.08572775516726731,133.31451918425654,41.87320000000167,183.6374999999855,32.16173565757633,673.6396674728096,627.6938000000077,720.5077999999255,34.616127662088005
JUNIPER STATE 101AH,153451010.0,4238936021,P,2017-10-30 02:30:00,2017-11-05 16:00:00,2017,ALPINE,NORTHERN TROUGH,UPPER WOODFORD,PUMPCO FLEET 2,4823.999,23.0,67.769565,76.0,9830.0,8829.6,9639194.0,13903.3,0.0,31.285512551304347,-104.07555987391305,3710.0,11055.652174,7.875,209.739087,"508""x5.5""",233982.0,254280.0,48.5037414,1998.17495816,53218.4623879,1291.826087,0.3741590890269,0.891343612339372,0.19705237412498947,0.7932487138399258,100.0,0.6597930338276857,72111.0,,2018-03-11,,135647.0,235476.4,39246.066666,39246.066666,2018-03-11,,135647.0,235476.4,39246.066666,39246.066666,3257700.52,3230000.0,3038955.66,3257700.52,SAP,2641453.192533694,16353.13,5.301018435767837,0.00097896795318308,8.003590600361685,-0.0022515295651555464,77.76319786847982,121.56818180701231,5.1265386640549835,356.80403753672033,51.84276408423853,0.1662622380815265,4.026787461823979,0.016563399418401518,0.04107313502104076,1.7728220984877991,0.1533179000379388,197.0343645079519,2.44291727798144,204.19090375195492,,187.6312183072766,0.5721908399497768,7.42460237188452,41.558027201548704,0.0,0.20448272823210087,0.0,0.0,0.0,0.015720669176663392,0.1843686672196721,0.0058257921462260545,0.4863578852091749,0.10243242441436844,0.0008174824872359226,0.1843686672196721,74.4512399234411,-84.69819999999734,143.19319999998794,52.39466438651485,341.08233311004085,285.60939999997413,394.3172999999954,36.948421887240855
KICKAPOO 101AH,153454013.0,4238936556,P,2018-01-05 07:45:00,2018-01-13 19:45:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER WOODFORD,PUMPCO FLEET 5,3391.001,17.0,73.594118,81.0,9500.0,6665.1,4901390.0,9785.8,0.0,31.18441163117647,-103.80192184941177,2121.8,12362.823529,8.0,199.470647,"508""x5.5""",203940.0,210168.0,60.14153343,1445.41095682,36039.632353,1499.558824,0.5411332206,0.8191560027551419,0.5473824050383783,0.4445483172603818,96.47058823529412,0.5621230108112178,145119.0,58121.0,2018-05-15,1873.44,98153.0,81881.0,13646.833336,15520.273336,2018-08-29,1874.669,104971.481,82923.714,13820.619001,15695.288001,2225448.42,2200000.0,2547875.92,2547875.92,FIELD ESTIMATE,1933877.569999123,25325.1875,5.796931753218608,0.00043571800510669553,8.880228196727892,0.012947768000257378,80.00594458111405,123.63432317274435,4.813199314578063,302.50103131394735,51.49147654902715,0.2050467857935508,4.244841607842751,0.02601770923034793,0.05672900067777194,1.773207869559244,0.13728567740298642,180.78121908534104,2.4076019783133433,196.1289916532753,,687.3830027621219,0.431479311867464,6.984107615351819,33.951487862980606,0.0,0.18077943806285476,0.00028232298972714155,0.0,0.0,0.02562699607721898,0.17230764926665576,0.0041484077994043776,0.5059154455305597,0.11057243567666653,0.00037797392543188486,0.17258997225638287,39.91480117770237,-40.67350000000208,80.81130000000113,21.04929683002264,365.6635593300108,325.4413999999912,383.2587999999721,14.256972163064457
KICKAPOO 201AH,153457551.0,4238936974,P,2018-07-05 22:45:00,2018-07-10 04:00:00,2018,ALPINE,CENTRAL TROUGH SOUTH,UPPER BARNETT,PUMPCO FLEET 2,3037.999,23.0,79.534783,84.0,10500.0,6646.5,8401860.0,9173.5,0.0,31.184465107916665,-103.80152540333333,2278.7,8019.434783,5.0,132.086913,"508""x5.5""",176935.0,184447.0,58.240638,2765.59011376,73059.652174,1538.565217,0.6916068087,1.0,0.975069355726725,0.015255587211819606,75.41666666666667,0.5171351080269317,8500.0,,2018-11-10,8100.317,95081.692,136448.839,22741.473166,30841.790166,2018-11-11,8159.062,95332.003,137927.874,22987.978999,31147.040999,2319624.79,2400000.0,2271840.0,2400000.0,ENGINEER ESTIMATE,1998174.528,16705.465909,4.785333689691057,0.005409243049945594,8.880408038318155,0.007292505437589495,85.07575375325982,133.89288069790342,4.2098872067581175,136.77752635059193,48.32551506873726,0.2325995870968378,2.854555068193701,0.05229965258789606,0.08226811829809401,1.4972040932406334,0.16097427141655954,61.11622066207038,2.4243500481815734,61.736569905834806,,67.7684310586684,0.4242961306209233,8.522760942757596,12.561504084972663,0.0,0.1997517016252126,0.053844148112019694,0.0,0.0,0.046923331430790985,0.00753903135843745,0.01850694725552236,0.5754424001556108,0.09260380110872317,0.005385691935790308,0.0613831794704572,151.79019137118405,86.79699999999816,179.76059999999532,14.468581027213043,599.7781558204953,573.5907999999555,629.8696999999715,13.744082565322707
KING HIDALGO 101BH,35858792.0,4237139419,P,2016-10-17 15:30:00,2016-10-23 16:30:00,2016,ALPINE,MONOCLINE,MIDDLE WOODFORD,FTS INTERNATIONAL,3127.001,16.0,72.45,78.7,9901.0,7104.3,5728096.0,13058.0,0.0,30.791179575625,-103.457858968125,2398.6,11969.8125,7.625,195.437563,"508""x5.5""",183227.0,191517.0,58.59512037,1831.81777045,46951.6065574,1501.8606557,0.593852459,0.9337511103165869,0.24020769899956504,0.750967812092214,101.4375,0.5198365229267822,182297.0,,2017-03-04,1392.363,210812.757,227403.356,37900.55933,39292.92233,2017-03-04,1392.363,210812.757,227403.356,37900.55933,39292.92233,2598207.1,,1681698.21,2598207.1,SAP,2194971.804075923,48595.207857,5.463999673688151,0.0014093860459905687,9.193635826750183,0.012969218690043936,73.61732140359284,118.9943787177065,5.5742237211306325,291.6779139369641,55.40088615678413,0.15942861414254034,3.2945455272943818,0.03787131901414565,0.05413859673721781,1.558506888812157,0.1887048312229744,219.94247662843608,2.4505353345858025,226.2562688370073,,254.94422063406975,0.27126602450705256,9.909479964831114,31.96448243301383,0.0,0.1356141875143802,0.00047509613308057785,0.0,0.0,0.03666593758037885,0.0,0.033820952647073924,0.6846054175223131,0.10762275457177696,0.0012064381444066364,0.00047509613308057785,81.82863198562025,32.3901999999985,143.3397000000076,32.23030678192584,261.3701208744979,223.05570000001615,287.50399999998297,17.477888208495457
